(3, 4)
(4, 9)
(3, 7)
(4, 6)
(3, 10)
(5, 7)
(5, 10)
(8, 9)
(0, 2)
(0, 5)
(1, 6)
(0, 8)
(2, 5)
(1, 3)
(1, 9)
(2, 8)
(7, 10)
(6, 8)
(4, 5)
(3, 9)
(5, 6)
(4, 8)
(3, 6)
(5, 9)
(9, 10)
(0, 7)
(2, 4)
(1, 2)
(0, 4)
(2, 7)
(1, 5)
(2, 10)
(1, 8)
(7, 9)
(6, 7)
(6, 10)
(4, 7)
(3, 5)
(4, 10)
(3, 8)
(5, 8)
(0, 3)
(8, 10)
(0, 9)
(1, 4)
(0, 6)
(2, 3)
(2, 9)
(1, 7)
(2, 6)
(1, 10)
(6, 9)
(7, 8)
